ID,Prediction
1085,0
1088,0
1089,0
1091,0
1092,0
1093,0
1096,0
1098,0
1099,0
1101,0
1102,0
1104,0
1108,0
1110,0
1111,0
1112,0
1113,0
1114,0
1119,0
1120,0
1121,0
1122,0
1129,0
1132,0
1134,0
1137,0
1140,0
1144,0
1150,0
1151,0
1155,0
1157,0
1160,0
1161,0
1166,0
1169,0
1170,0
1171,0
1174,0
1178,0
1181,0
1182,0
1183,0
1185,0
1186,0
1187,0
1196,0
1197,0
1199,0
1201,0
1202,0
1205,0
1207,0
1210,0
1213,0
1215,0
1222,0
1224,0
1225,0
1226,0
1228,0
1229,0
1230,0
1231,0
1238,0
1239,0
1244,0
1245,0
1247,0
1249,0
1251,0
1258,0
1260,0
1261,0
1264,0
1265,0
1266,0
1268,0
1270,0
1275,0
1278,0
1281,0
1287,0
1289,0
1290,0
1293,0
1295,0
1298,0
1301,0
1305,0
1307,0
1309,0
1310,0
1311,0
1313,0
1316,0
1319,0
1324,0
1329,0
1330,0
1336,0
1337,0
1338,0
1343,0
1347,0
1348,0
1349,0
1358,0
1359,0
1360,0
1363,0
1364,0
1366,0
1369,0
1378,0
1379,0
1383,0
1385,0
1386,0
1387,0
1390,0
1392,0
1393,0
1396,0
1398,0
1400,0
1401,0
1405,0
1406,0
1409,0
1410,0
1411,0
1412,0
1413,0
1417,0
1420,0
1421,0
1426,0
1427,0
1428,0
1434,0
1435,0
1437,0
1441,0
1442,0
1446,0
1448,0
1449,0
1451,0
1460,0
1461,0
1465,0
1466,0
1468,0
1469,0
1470,0
1472,0
1474,0
1475,0
1479,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1491,0
1494,0
1501,0
1502,0
1505,0
1508,0
1516,0
1517,0
1518,0
1521,0
1522,0
1523,0
1528,0
1529,0
1534,0
1537,0
1540,0
1543,0
1545,0
1548,0
1549,0
1552,0
1561,0
1562,0
1565,0
1567,0
1569,0
1571,0
1573,0
1577,0
1579,0
1580,0
1581,0
1583,0
1584,0
1586,0
1587,0
1588,0
1591,0
1593,0
1595,0
1598,0
1601,0
1604,0
1605,0
1606,0
1610,0
1617,0
1618,0
1622,0
1629,0
1630,0
1631,0
1632,0
1633,0
1635,0
1637,0
1639,0
1644,0
1645,0
1648,0
1651,0
1654,0
1655,0
1657,0
1659,0
1663,0
1665,0
1667,0
1668,0
1676,0
1678,0
1683,0
1685,0
1686,0
1688,0
1689,0
1690,0
1691,0
1693,0
1694,0
1696,0
1699,0
1706,0
1709,0
1712,0
1714,0
1715,0
1720,0
1721,0
1722,0
1723,0
1730,0
1736,0
1739,0
1743,0
1747,0
1748,0
1750,0
1751,0
1753,0
1755,0
1756,0
1761,0
1762,0
1764,0
1766,0
1767,0
1769,0
1776,0
1778,0
1780,0
1781,0
1784,0
1789,0
1793,0
1794,0
1795,0
1801,0
1802,0
1805,0
1807,0
1811,0
1813,0
1815,0
1816,0
1817,0
1818,0
1819,0
1822,0
1824,0
1827,0
1832,0
1833,0
1836,0
1837,0
1838,0
1840,0
1843,0
1844,0
1845,0
1847,0
1850,0
1854,0
1856,0
1858,0
1859,0
1860,0
1863,0
1872,0
1873,0
1875,0
1876,0
1877,0
1878,0
1879,0
1883,0
1898,0
1899,0
1905,0
1906,0
1907,0
1908,0
1909,0
1919,0
1922,0
1923,0
1924,0
1927,0
1930,0
1932,0
1933,0
1934,0
1935,0
1937,0
1939,0
1941,0
1944,0
1946,0
1948,0
1949,0
1950,0
1953,0
1956,0
1958,0
1960,0
1961,0
1963,0
1964,0
1965,0
1966,0
1968,0
1971,0
1974,0
1975,0
1976,0
1983,0
1985,0
1986,0
1993,0
1995,0
1996,0
1997,0
1998,0
1999,0
2004,0
2005,0
2012,0
2014,0
2017,0
2018,0
2020,0
2021,0
2022,0
2027,0
2030,0
2036,0
2037,0
2039,0
2043,0
2044,0
2045,0
2046,0
2047,0
2049,0
2051,0
2053,0
2058,0
2060,0
2065,0
2075,0
2076,0
2078,0
2080,0
2082,0
2089,0
2090,0
2093,0
2094,0
2095,0
2097,0
2099,0
2100,0
2104,0
2109,0
2114,0
2115,0
2116,0
2122,0
2132,0
2133,0
2134,0
2135,0
2137,0
2139,0
2145,0
2146,0
2154,0
2156,0
2157,0
2158,0
2163,0
2164,0
2166,0
2168,0
2170,0
2171,0
2172,0
2173,0
2177,0
2178,0
2179,0
2182,0
2184,0
2185,0
2186,0
2188,0
2198,0
2199,0
2201,0
2202,0
2203,0
2204,0
2208,0
2209,0
2212,0
2217,0
2218,0
2219,0
2221,0
2224,0
2227,0
2230,0
2234,0
2236,0
2237,0
2238,0
2239,0
2240,0
2242,0
2243,0
2244,0
2245,0
2246,0
2252,0
2253,0
2254,0
2256,0
2257,0
2260,0
2263,0
2265,0
2266,0
2269,0
2274,0
2276,0
2279,0
2280,0
2284,0
2285,0
2287,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2296,0
2297,0
2306,0
2310,0
2311,0
2312,0
2313,0
2321,0
2322,0
2325,0
2326,0
2327,0
2328,0
2330,0
2331,0
2332,0
2335,0
2338,0
2341,0
2342,0
2350,0
2356,0
2357,0
2358,0
2359,0
2360,0
2362,0
2363,0
2364,0
2365,0
2366,0
2368,0
2371,0
2372,0
2373,0
2375,0
2376,0
2377,0
2378,0
2380,0
2382,0
2383,0
2384,0
2386,0
2389,0
2390,0
2394,0
2395,0
2398,0
2399,0
2400,0
2407,0
2409,0
2413,0
2414,0
2415,0
2417,0
2418,0
2419,0
2420,0
2421,0
2428,0
2433,0
2435,0
2438,0
2439,0
2443,0
2444,0
2447,0
2448,0
2461,0
2462,0
2463,0
2464,0
2467,0
2468,0
2469,0
2474,0
2476,0
2478,0
2479,0
2480,0
2482,0
2484,0
2489,0
2495,0
2499,0
2501,0
2504,0
2505,0
2512,0
2513,0
2517,0
2520,0
2526,0
2527,0
2530,0
2532,0
2535,0
2541,0
2543,0
2545,0
2546,0
2547,0
2549,0
2550,0
2551,0
2554,0
2555,0
2558,0
2559,0
2564,0
2567,0
2568,0
2569,0
2571,0
2573,0
2574,0
2576,0
2577,0
2579,0
2580,0
2581,0
2583,0
2585,0
2587,0
2588,0
2589,0
2591,0
2595,0
2596,0
2599,0
2609,0
2610,0
2613,0
2615,0
2616,0
2618,0
2619,0
2630,0
2631,0
2632,0
2633,0
2634,0
2636,0
2639,0
2640,0
2642,0
2645,0
2647,0
2655,0
2656,0
2660,0
2663,0
2665,0
2666,0
2667,0
2668,0
2669,0
2671,0
2672,0
2674,0
2677,0
2679,0
2683,0
2685,0
2688,0
2689,0
2694,0
2707,0
2708,0
2712,0
2714,0
2719,0
2725,0
2729,0
2730,0
2733,0
2739,0
2743,0
2744,0
2745,0
2751,0
2757,0
2760,0
2762,0
2764,0
2765,0
2766,0
2768,0
2770,0
2772,0
2773,0
2775,0
2779,0
2788,0
2789,0
2791,0
2793,0
2794,0
2796,0
2800,0
2801,0
2803,0
2804,0
2809,0
2810,0
2811,0
2813,0
2815,0
2816,0
2818,0
2823,0
2824,0
2826,0
2828,0
2830,0
2831,0
2834,0
2838,0
2839,0
2844,0
2845,0
2847,0
2853,0
2855,0
2856,0
2859,0
2860,0
2868,0
2874,0
2880,0
2881,0
2883,0
2884,0
2885,0
2887,0
2890,0
2892,0
2893,0
2894,0
2895,0
2899,0
2903,0
2904,0
2907,0
2908,0
2910,0
2912,0
2913,0
2914,0
2915,0
2922,0
2926,0
2927,0
2934,0
2936,0
2942,0
2944,0
2946,0
2951,0
2952,0
2955,0
2958,0
2965,0
2967,0
2971,0
2974,0
2975,0
2976,0
2978,0
2980,0
2982,0
2983,0
2984,0
2985,0
2986,0
2989,0
2992,0
2996,0
2997,0
2998,0
3001,0
3008,0
3012,0
3013,0
3015,0
3016,0
3018,0
3019,0
3020,0
3021,0
3026,0
3027,0
3028,0
3029,0
3030,0
3032,0
3034,0
3038,0
3045,0
3048,0
3049,0
3051,0
3054,0
3057,0
3058,0
3061,0
3062,0
3063,0
3064,0
3066,0
3069,0
3073,0
3076,0
3079,0
3082,0
3083,0
3086,0
3087,0
3090,0
3097,0
3100,0
3101,0
3102,0
3104,0
3108,0
3110,0
3111,0
3112,0
3119,0
3120,0
3125,0
3126,0
3131,0
3135,0
3138,0
3140,0
3142,0
3144,0
3150,0
3155,0
3156,0
3159,0
3162,0
3163,0
3164,0
3168,0
3170,0
3174,0
3175,0
3177,0
3185,0
3187,0
3189,0
3201,0
3204,0
3206,0
3207,0
3210,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3221,0
3223,0
3224,0
3225,0
3226,0
3233,0
3235,0
3236,0
3238,0
3239,0
3241,0
3244,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3260,0
3261,0
3264,0
3265,0
3266,0
3269,0
3272,0
3273,0
3274,0
3279,0
3280,0
3283,0
3285,0
3287,0
3290,0
3292,0
3294,0
3297,0
3298,0
3299,0
3301,0
3303,0
3311,0
3313,0
3314,0
3315,0
3316,0
3318,0
3319,0
3322,0
3323,0
3324,0
3327,0
3329,0
3331,0
3335,0
3337,0
3339,0
3340,0
3341,0
3342,0
3349,0
3351,0
3353,0
3360,0
3361,0
3367,0
3374,0
3376,0
3380,0
3381,0
3386,0
3387,0
3388,0
3392,0
3401,0
3407,0
3409,0
3410,0
3411,0
3412,0
3414,0
3415,0
3416,0
3417,0
3420,0
3421,0
3423,0
3425,0
3429,0
3432,0
3436,0
3437,0
3438,0
3448,0
3449,0
3451,0
3452,0
3457,0
3462,0
3463,0
3465,0
3468,0
3474,0
3477,0
3478,0
3489,0
3490,0
3497,0
3499,0
3505,0
3507,0
3510,0
3517,0
3518,0
3520,0
3521,0
3522,0
3525,0
3528,0
3529,0
3534,0
3537,0
3542,0
3543,0
3545,0
3547,0
3548,0
3550,0
3551,0
3552,0
3558,0
3560,0
3562,0
3563,0
3565,0
3566,0
3567,0
3571,0
3583,0
3587,0
3589,0
3591,0
3594,0
3595,0
3596,0
3598,0
3599,0
3600,0
3602,0
3603,0
3604,0
3612,0
3614,0
3615,0
3618,0
3621,0
3631,0
3633,0
3634,0
3635,0
3643,0
3645,0
3646,0
3648,0
3651,0
3652,0
3653,0
3655,0
3656,0
3657,0
3661,0
3662,0
3663,0
3665,0
3667,0
3673,0
3676,0
3677,0
3679,0
3681,0
3684,0
3685,0
3687,0
3690,0
3699,0
3700,0
3705,0
3712,0
3713,0
3716,0
3721,0
3722,0
3724,0
3727,0
3737,0
3739,0
3740,0
3742,0
3743,0
3747,0
3748,0
3749,0
3754,0
3756,0
3759,0
3760,0
3763,0
3765,0
3766,0
3767,0
3768,0
3771,0
3773,0
3775,0
3778,0
3781,0
3787,0
3788,0
3792,0
3796,0
3798,0
3799,0
3800,0
3801,0
3805,0
3809,0
3810,0
3812,0
3813,0
3814,0
3815,0
3816,0
3819,0
3820,0
3822,0
3824,0
3829,0
3830,0
3835,0
3838,0
3842,0
3847,0
3848,0
3850,0
3852,0
3853,0
3855,0
3867,0
3868,0
3875,0
3877,0
3880,0
3882,0
3884,0
3885,0
3893,0
3897,0
3899,0
3903,0
3906,0
3908,0
3912,0
3913,0
3918,0
3919,0
3921,0
3923,0
3924,0
3925,0
3928,0
3930,0
3931,0
3937,0
3938,0
3949,0
3951,0
3954,0
3957,0
3960,0
3964,0
3968,0
3969,0
3970,0
3972,0
3973,0
3978,0
3981,0
3983,0
3984,0
3990,0
3993,0
3994,0
3995,0
3997,0
4003,0
4004,0
4008,0
4013,0
4014,0
4017,0
4018,0
4021,0
4029,0
4031,0
4032,0
4033,0
4035,0
4036,0
4038,0
4042,0
4045,0
4046,0
4048,0
4051,0
4055,0
4056,0
4057,0
4058,0
4065,0
4068,0
4070,0
4072,0
4073,0
4074,0
4077,0
4086,0
4089,0
4096,0
4098,0
4106,0
4108,0
4113,0
4114,0
4126,0
4127,0
4128,0
4129,0
4130,0
4135,0
4136,0
4137,0
4138,0
4142,0
4146,0
4147,0
4155,0
4156,0
4159,0
4160,0
4165,0
4166,0
4170,0
4173,0
4174,0
4175,0
4177,0
4178,0
4180,0
4181,0
4183,0
4186,0
4187,0
4188,0
4190,0
4191,0
4192,0
4195,0
4198,0
4199,0
4203,0
4205,0
4207,0
4208,0
4210,0
4214,0
4215,0
4216,0
4219,0
4222,0
4226,0
4229,0
4230,0
4233,0
4234,0
4235,0
4237,0
4240,0
4245,0
4248,0
4250,0
4253,0
4255,0
4256,0
4257,0
4261,0
4263,0
4268,0
4271,0
4277,0
4279,0
4281,0
4284,0
4288,0
4289,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4298,0
4300,0
4302,0
4307,0
4316,0
4317,0
4319,0
4320,0
4322,0
4325,0
4327,0
4328,0
4331,0
4332,0
4337,0
4338,0
4345,0
4348,0
4350,0
4354,0
4355,0
4356,0
4361,0
4363,0
4365,0
4366,0
4377,0
4378,0
4379,0
4381,0
4383,0
4384,0
4385,0
4386,0
4389,0
4395,0
4396,0
4400,0
4401,0
4402,0
4403,0
4405,0
4407,0
4409,0
4411,0
4412,0
4416,0
4423,0
4425,0
4427,0
4432,0
4433,0
4435,0
4436,0
4438,0
4439,0
4441,0
4445,0
4446,0
4447,0
4448,0
4450,0
4451,0
4452,0
4455,0
4466,0
4469,0
4470,0
4471,0
4474,0
4477,0
4478,0
4482,0
4483,0
4485,0
4490,0
4494,0
4500,0
4504,0
4505,0
4508,0
4509,0
4514,0
4515,0
4518,0
4521,0
4525,0
4526,0
4532,0
4535,0
4536,0
4538,0
4539,0
4541,0
4542,0
4543,0
4544,0
4549,0
4552,0
4553,0
4554,0
4555,0
4558,0
4559,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4574,0
4577,0
4579,0
4581,0
4583,0
4587,0
4588,0
4589,0
4590,0
4592,0
4594,0
4601,0
4602,0
4604,0
4607,0
4609,0
4613,0
4617,0
4619,0
4621,0
4625,0
4626,0
4627,0
4629,0
4633,0
4634,0
4638,0
4641,0
4644,0
4649,0
4650,0
4651,0
4655,0
4657,0
4659,0
4660,0
4661,0
4662,0
4663,0
4666,0
4667,0
4669,0
4670,0
4674,0
4675,0
4676,0
4679,0
4688,0
4692,0
4696,0
4697,0
4699,0
4700,0
4701,0
4703,0
4705,0
4706,0
4707,0
4708,0
4710,0
4711,0
4713,0
4714,0
4716,0
4719,0
4725,0
4726,0
4728,0
4730,0
4733,0
4737,0
4740,0
4745,0
4747,0
4750,0
4751,0
4757,0
4758,0
4760,0
4765,0
4770,0
4772,0
4774,0
4780,0
4782,0
4783,0
4784,0
4787,0
4789,0
4791,0
4792,0
4794,0
4796,0
4798,0
4801,0
4804,0
4805,0
4806,0
4810,0
4811,0
4813,0
4815,0
4816,0
4817,0
4819,0
4820,0
4828,0
4829,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0
4838,0
4839,0
4840,0
4842,0
4844,0
4845,0
4849,0
4850,0
4851,0
4854,0
4858,0
4859,0
4860,0
4862,0
4865,0
4869,0
4873,0
4885,0
4887,0
4888,0
4891,0
4892,0
4893,0
4894,0
4896,0
4898,0
4901,0
4903,0
4906,0
4908,0
4911,0
4912,0
4915,0
4918,0
4921,0
4927,0
4929,0
4930,0
4931,0
4932,0
4933,0
4934,0
4938,0
4941,0
4943,0
4944,0
4946,0
4949,0
4953,0
4957,0
4964,0
4965,0
4966,0
4967,0
4968,0
4975,0
4976,0
4977,0
4979,0
4980,0
4982,0
4990,0
4992,0
4993,0
4994,0
4995,0
4996,0
4998,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,0
5008,0
5011,0
5015,0
5021,0
5024,0
5025,0
5027,0
5037,0
5038,0
5051,0
5056,0
5059,0
5061,0
5065,0
5067,0
5068,0
5075,0
5082,0
5083,0
5086,0
5087,0
5091,0
5094,0
5095,0
5097,0
5098,0
5101,0
5102,0
5104,0
5105,0
5110,0
5114,0
5118,0
5120,0
5124,0
5125,0
5130,0
5131,0
5133,0
5134,0
5135,0
5136,0
5138,0
5140,0
5141,0
5147,0
5149,0
5150,0
5152,0
5155,0
5156,0
5157,0
5162,0
5165,0
5169,0
5172,0
5173,0
5174,0
5176,0
5177,0
5183,0
5184,0
5185,0
5186,0
5195,0
5200,0
5202,0
5204,0
5209,0
5211,0
5214,0
5215,0
5217,0
5219,0
5221,0
5222,0
5225,0
5226,0
5228,0
5231,0
5233,0
5237,0
5240,0
5243,0
5247,0
5249,0
5253,0
5254,0
5255,0
5260,0
5263,0
5265,0
5266,0
5271,0
5272,0
5273,0
5278,0
5281,0
5284,0
5285,0
5286,0
5289,0
5291,0
5292,0
5293,0
5294,0
5295,0
5296,0
5298,0
5299,0
5301,0
5302,0
5303,0
5304,0
5305,0
5308,0
5309,0
5313,0
5319,0
5320,0
5327,0
5329,0
5330,0
5331,0
5332,0
5334,0
5341,0
5342,0
5344,0
5349,0
5350,0
5351,0
5353,0
5354,0
5358,0
5361,0
5364,0
5366,0
5368,0
5369,0
5370,0
5371,0
5372,0
5376,0
5379,0
5391,0
5396,0
5397,0
5398,0
5399,0
5401,0
5402,0
5404,0
5411,0
5416,0
5419,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5433,0
5437,0
5439,0
5441,0
5443,0
5444,0
5445,0
5447,0
5449,0
5450,0
5452,0
5453,0
5454,0
5458,0
5459,0
5464,0
5465,0
5468,0
5469,0
5473,0
5474,0
5476,0
5477,0
5481,0
5482,0
5483,0
5485,0
5486,0
5487,0
5490,0
5494,0
5495,0
5500,0
5501,0
5503,0
5504,0
5505,0
5510,0
5511,0
5514,0
5520,0
5521,0
5522,0
5525,0
5527,0
5528,0
5530,0
5531,0
5532,0
5533,0
5534,0
5539,0
5540,0
5544,0
5545,0
5546,0
5547,0
5548,0
5550,0
5552,0
5556,0
5560,0
5561,0
5564,0
5568,0
5569,0
5570,0
5574,0
5575,0
5577,0
5578,0
5582,0
5584,0
5587,0
5588,0
5589,0
5593,0
5594,0
5596,0
5597,0
5598,0
5600,0
5601,0
5602,0
5603,0
5604,0
5609,0
5612,0
5616,0
5618,0
5624,0
5629,0
5630,0
5632,0
5633,0
5647,0
5648,0
5650,0
5654,0
5655,0
5658,0
5659,0
5661,0
5662,0
5664,0
5668,0
5670,0
5671,0
5672,0
5676,0
5679,0
5680,0
5681,0
5682,0
5684,0
5688,0
5689,0
5692,0
5693,0
5698,0
5699,0
5700,0
5701,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5716,0
5717,0
5718,0
5720,0
5722,0
5724,0
5728,0
5729,0
5730,0
5732,0
5733,0
5735,0
5737,0
5738,0
5739,0
5740,0
5742,0
5743,0
5746,0
5749,0
5752,0
5755,0
5758,0
5759,0
5760,0
5761,0
5768,0
5771,0
5772,0
5773,0
5782,0
5783,0
5784,0
5785,0
5786,0
5789,0
5791,0
5792,0
5793,0
5795,0
5796,0
5799,0
5808,0
5811,0
5813,0
5814,0
5817,0
5818,0
5819,0
5822,0
5824,0
5825,0
5827,0
5830,0
5831,0
5834,0
5835,0
5837,0
5838,0
5844,0
5845,0
5847,0
5850,0
5852,0
5855,0
5858,0
5861,0
5867,0
5868,0
5870,0
5872,0
5873,0
5874,0
5875,0
5876,0
5877,0
5887,0
5889,0
5890,0
5895,0
5896,0
5898,0
5899,0
5900,0
5901,0
5904,0
5905,0
5910,0
5914,0
5915,0
5916,0
5920,0
5922,0
5927,0
5932,0
5933,0
5935,0
5939,0
5940,0
5941,0
5943,0
5949,0
5952,0
5955,0
5962,0
5966,0
5971,0
5973,0
5975,0
5976,0
5978,0
5979,0
5980,0
5982,0
5984,0
5986,0
5989,0
5990,0
5992,0
5993,0
5995,0
5996,0
5997,0
5999,0
6000,0
6002,0
6004,0
6009,0
6014,0
6015,0
6016,0
6018,0
6019,0
6021,0
6022,0
6023,0
6024,0
6030,0
6031,0
6032,0
6034,0
6037,0
6038,0
6039,0
6041,0
6043,0
6044,0
6047,0
6051,0
6053,0
6055,0
6056,0
6057,0
6058,0
6060,0
6063,0
6064,0
6065,0
6069,0
6071,0
6073,0
6075,0
6078,0
6079,0
6081,0
6082,0
6084,0
6085,0
6088,0
6089,0
6094,0
6095,0
6101,0
6105,0
6107,0
6112,0
6113,0
6114,0
6116,0
6118,0
6120,0
6121,0
6129,0
6134,0
6135,0
6137,0
6138,0
6140,0
6155,0
6161,0
6163,0
6165,0
6167,0
6168,0
6174,0
6178,0
6180,0
6182,0
6184,0
6187,0
6188,0
6190,0
6191,0
6197,0
6198,0
6201,0
6210,0
6212,0
6213,0
6214,0
6218,0
6220,0
6224,0
6227,0
6228,0
6232,0
6234,0
6236,0
6245,0
6246,0
6250,0
6251,0
6252,0
6254,0
6255,0
6256,0
6260,0
6261,0
6263,0
6264,0
6266,0
6267,0
6270,0
6271,0
6272,0
6275,0
6284,0
6287,0
6290,0
6296,0
6297,0
6301,0
6304,0
6305,0
6308,0
6311,0
6312,0
6316,0
6319,0
6325,0
6326,0
6327,0
6328,0
6333,0
6337,0
6338,0
6339,0
6340,0
6342,0
6353,0
6357,0
6359,0
6361,0
6362,0
6365,0
6366,0
6368,0
6369,0
6373,0
6374,0
6375,0
6379,0
6383,0
6384,0
6389,0
6390,0
6393,0
6398,0
6400,0
6402,0
6404,0
6406,0
6408,0
6409,0
6412,0
6413,0
6414,0
6415,0
6418,0
6419,0
6421,0
6424,0
6425,0
6427,0
6430,0
6435,0
6436,0
6437,0
6438,0
6440,0
6443,0
6444,0
6445,0
6447,0
6449,0
6450,0
6451,0
6453,0
6454,0
6456,0
6457,0
6458,0
6459,0
6460,0
6463,0
6470,0
6471,0
6474,0
6476,0
6477,0
6484,0
6486,0
6487,0
6489,0
6498,0
6499,0
6500,0
6505,0
6506,0
6508,0
6509,0
6515,0
6516,0
6517,0
6518,0
6523,0
6527,0
6529,0
6535,0
6536,0
6537,0
6538,0
6540,0
6541,0
6542,0
6552,0
6553,0
6555,0
6560,0
6562,0
6563,0
6571,0
6572,0
6579,0
6580,0
6583,0
6592,0
6594,0
6596,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,0
6606,0
6608,0
6609,0
6610,0
6612,0
6614,0
6616,0
6618,0
6619,0
6622,0
6626,0
6627,0
6629,0
6632,0
6634,0
6637,0
6640,0
6642,0
6647,0
6648,0
6650,0
6651,0
6660,0
6665,0
6667,0
6668,0
6670,0
6673,0
6674,0
6675,0
6678,0
6680,0
6688,0
6692,0
6696,0
6698,0
6699,0
6701,0
6706,0
6708,0
6711,0
6714,0
6715,0
6716,0
6717,0
6718,0
6720,0
6728,0
6731,0
6739,0
6741,0
6742,0
6743,0
6746,0
6748,0
6750,0
6754,0
6755,0
6756,0
6757,0
6761,0
6763,0
6770,0
6773,0
6774,0
6775,0
6778,0
6786,0
6788,0
6789,0
6791,0
6794,0
6796,0
6798,0
6800,0
6805,0
6807,0
6808,0
6810,0
6813,0
6815,0
6821,0
6822,0
6824,0
6825,0
6827,0
6830,0
6831,0
6832,0
6833,0
6835,0
6839,0
6840,0
6841,0
6842,0
6845,0
6848,0
6849,0
6850,0
6854,0
6859,0
6861,0
6865,0
6866,0
6867,0
6869,0
6870,0
6871,0
6873,0
6877,0
6878,0
6881,0
6885,0
6886,0
6889,0
6891,0
6895,0
6897,0
6898,0
6903,0
6905,0
6906,0
6909,0
6910,0
6912,0
6913,0
6914,0
6920,0
6921,0
6923,0
6924,0
6928,0
6931,0
6933,0
6935,0
6937,0
6939,0
6941,0
6944,0
6946,0
6953,0
6954,0
6955,0
6956,0
6958,0
6959,0
6960,0
6961,0
6963,0
6964,0
6965,0
6969,0
6970,0
6971,0
6973,0
6974,0
6976,0
6985,0
6987,0
6990,0
6993,0
6997,0
6998,0
7000,0
7003,0
7004,0
7008,0
7010,0
7016,0
7018,0
7019,0
7021,0
7025,0
7026,0
7027,0
7031,0
7033,0
7035,0
7041,0
7042,0
7047,0
7049,0
7050,0
7051,0
7052,0
7054,0
7055,0
7059,0
7060,0
7063,0
7065,0
7066,0
7068,0
7069,0
7070,0
7071,0
7073,0
7077,0
7079,0
7086,0
7087,0
7089,0
7090,0
7092,0
7101,0
7103,0
